Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,regular customer,Previously Canceled reservations,Previously Not Canceled reservations,average price,special requests,booking status,reservation_year,reservation_month,average_price_zscore
INN00092,2,0,1,2,Meal Plan 1,1,Room_Type 1,68.0,Online,0,0,0,105.3,0,Not_Canceled,2018,3,0.05315295994434444
INN00093,2,0,2,1,Meal Plan 1,0,Room_Type 4,73.0,Online,0,0,0,115.8,1,Not_Canceled,2018,4,0.3524617811386662
INN00094,2,0,0,1,Meal Plan 1,0,Room_Type 4,92.0,Online,0,0,0,149.4,1,Not_Canceled,2018,5,1.310250008960496
INN00095,2,0,2,5,Meal Plan 1,0,Room_Type 1,171.0,Online,0,0,0,111.59,0,Canceled,2018,8,0.23245319664075262
INN00096,2,1,0,2,Meal Plan 1,1,Room_Type 1,134.0,Online,0,0,0,130.5,2,Not_Canceled,2018,8,0.7714941308107168
INN00097,2,0,0,2,Meal Plan 2,0,Room_Type 1,5.771441123130016,Online,0,0,0,115.0,1,Canceled,2018,8,0.3296572995238608
INN00098,2,0,0,4,Meal Plan 1,0,Room_Type 1,118.0,Online,0,0,0,90.95,1,Not_Canceled,2018,4,-0.3559024290212285
INN00099,2,0,0,3,Meal Plan 1,0,Room_Type 1,30.0,Online,0,0,0,76.08,1,Not_Canceled,2018,11,-0.7797807310364252
INN00100,2,2,1,3,Meal Plan 1,0,Room_Type 6,30.0,Online,0,0,0,156.9,0,Not_Canceled,2018,12,1.5240420240992973
INN00101,2,0,1,0,Not Selected,0,Room_Type 1,189.0,Online,0,0,0,85.5,2,Not_Canceled,2018,10,-0.5112579600220908
INN00102,3,0,1,2,Meal Plan 1,0,Room_Type 4,55.0,Online,0,0,0,159.3,2,Not_Canceled,2018,5,1.592455468943714
INN00103,1,0,0,4,Meal Plan 1,0,Room_Type 1,55.0,Online,0,0,0,74.8,2,Not_Canceled,2018,12,-0.8162679016201141
INN00104,2,0,0,1,Meal Plan 1,0,Room_Type 1,16.0,Online,0,0,0,95.0,1,Not_Canceled,2017,10,-0.24045474084627588
INN00105,2,0,0,3,Meal Plan 1,0,Room_Type 1,24.0,Online,0,0,0,107.0,1,Not_Canceled,2017,10,0.10161248337580614
INN00106,2,0,0,3,Meal Plan 1,0,Room_Type 1,8.0,Offline,0,0,0,64.0,0,Not_Canceled,2018,2,-1.1241284034199879
INN00107,2,0,1,4,Meal Plan 1,1,Room_Type 1,10.0,Online,0,0,0,82.95,0,Not_Canceled,2017,11,-0.5839472451692832
INN00108,2,0,1,3,Meal Plan 1,0,Room_Type 4,0.0,Online,0,0,0,155.0,1,Not_Canceled,2017,9,1.4698813802641342
INN00109,2,0,0,1,Not Selected,0,Room_Type 1,12.0,Online,0,0,0,101.68,1,Not_Canceled,2018,6,-0.050037319362650025
INN00110,2,0,2,1,Meal Plan 1,0,Room_Type 1,32.0,Online,0,0,0,94.5,3,Not_Canceled,2017,9,-0.2547075418555293
INN00111,2,0,0,2,Meal Plan 1,0,Room_Type 1,182.0,Online,0,0,0,117.9,2,Canceled,2018,9,0.4123235453775308
INN00112,2,0,1,0,Not Selected,0,Room_Type 1,1.0,Online,0,0,0,127.0,1,Not_Canceled,2018,6,0.6717245237459428
INN00113,2,0,0,3,Not Selected,0,Room_Type 1,122.0,Online,0,0,0,116.1,2,Not_Canceled,2018,6,0.36101346174421817
INN00114,2,0,2,3,Meal Plan 1,0,Room_Type 1,40.0,Online,0,0,0,117.9,1,Not_Canceled,2018,6,0.4123235453775308
INN00115,2,2,2,2,Meal Plan 1,0,Room_Type 2,116.0,Online,0,0,0,184.24,1,Canceled,2018,6,2.3033851832852745
INN00116,3,0,2,2,Meal Plan 1,1,Room_Type 4,123.0,Online,0,0,0,155.7,1,Not_Canceled,2018,8,1.4898353016770887
INN00117,3,0,2,5,Meal Plan 1,0,Room_Type 4,40.0,Online,0,0,0,135.76,0,Canceled,2018,4,0.9214335974280625
INN00118,2,1,2,5,Meal Plan 1,0,Room_Type 1,105.0,Online,0,0,0,102.83,3,Not_Canceled,2018,11,-0.01725587704136741
INN00119,2,0,0,1,Meal Plan 1,0,Room_Type 1,6.095824562432225,Online,0,0,0,65.0,0,Canceled,2018,4,-1.095622801401481
INN00120,2,0,2,3,Meal Plan 1,0,Room_Type 1,2.0,Online,0,0,0,103.0,1,Not_Canceled,2017,11,-0.012409924698221199
INN00121,2,0,0,3,Meal Plan 1,0,Room_Type 1,5.762051382780177,Online,0,0,0,106.2,1,Canceled,2018,9,0.07880800176100075
INN00122,2,0,0,2,Meal Plan 2,0,Room_Type 1,286.0,Offline,0,0,0,58.5,0,Not_Canceled,2018,9,-1.2809092145217753
INN00123,2,0,1,3,Meal Plan 1,0,Room_Type 1,68.0,Online,0,0,0,73.95,0,Canceled,2018,3,-0.8404976633358446
INN00124,2,0,0,3,Meal Plan 1,0,Room_Type 1,148.0,Online,0,0,0,105.3,0,Not_Canceled,2018,5,0.05315295994434444
INN00125,3,0,2,0,Meal Plan 1,0,Room_Type 4,68.0,Online,0,0,0,133.2,2,Not_Canceled,2018,4,0.8484592562606849
INN00126,2,0,0,2,Meal Plan 1,0,Room_Type 1,30.0,Offline,0,0,0,85.5,0,Not_Canceled,2018,3,-0.5112579600220908
INN00127,1,0,0,1,Meal Plan 1,0,Room_Type 1,14.0,Online,0,0,0,112.0,1,Canceled,2018,11,0.24414049346834032
INN00128,2,2,0,2,Meal Plan 1,0,Room_Type 6,110.0,Online,0,0,0,190.8,0,Canceled,2018,10,2.490381932526679
INN00129,1,0,2,3,Meal Plan 1,0,Room_Type 1,117.0,Offline,0,0,0,110.0,0,Not_Canceled,2018,6,0.18712928943132665
INN00130,2,0,1,4,Meal Plan 1,0,Room_Type 4,85.0,Online,0,0,0,91.48,1,Not_Canceled,2018,7,-0.3407944599514198
INN00131,2,0,0,2,Not Selected,0,Room_Type 1,1.0,Online,0,0,0,135.0,2,Not_Canceled,2018,10,0.8997693398939975
INN00132,1,0,1,2,Meal Plan 1,0,Room_Type 1,25.0,Online,0,0,0,129.0,2,Not_Canceled,2018,10,0.7287357277829565
INN00133,2,0,2,4,Not Selected,0,Room_Type 1,289.0,Online,0,0,0,70.55,2,Canceled,2018,12,-0.937416710198768
INN00134,2,0,1,4,Meal Plan 1,0,Room_Type 4,28.0,Offline,0,0,0,75.0,0,Not_Canceled,2017,10,-0.8105667812164126
INN00135,1,0,0,4,Not Selected,0,Room_Type 1,80.0,Online,0,0,0,72.25,0,Not_Canceled,2018,3,-0.8889571867673064
INN00136,2,0,0,1,Meal Plan 1,0,Room_Type 4,11.0,Online,0,0,0,155.0,2,Not_Canceled,2017,10,1.4698813802641342
INN00137,2,1,1,0,Meal Plan 1,0,Room_Type 1,162.0,Online,0,0,0,121.5,2,Canceled,2018,7,0.5149437126441553
INN00138,2,0,2,5,Meal Plan 1,0,Room_Type 1,155.0,Online,0,0,0,90.95,2,Not_Canceled,2018,6,-0.3559024290212285
INN00139,1,0,2,2,Meal Plan 1,0,Room_Type 1,82.0,Online,0,0,0,109.65,0,Not_Canceled,2018,5,0.17715232872484943
INN00140,3,0,2,4,Meal Plan 1,0,Room_Type 4,27.0,Online,0,0,0,142.72,0,Canceled,2018,4,1.1198325874768702
INN00141,1,0,1,2,Meal Plan 1,0,Room_Type 1,13.0,Offline,0,0,0,90.0,0,Not_Canceled,2018,5,-0.38298275093881007
INN00142,2,0,0,2,Meal Plan 1,0,Room_Type 1,245.0,Online,0,0,0,75.0,0,Canceled,2018,6,-0.8105667812164126
INN00143,2,0,0,2,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,111.0,1,Canceled,2018,11,0.21563489144983347
INN00144,2,0,2,2,Meal Plan 1,0,Room_Type 1,266.0,Online,0,0,0,86.7,2,Not_Canceled,2018,10,-0.47705123759988255
INN00145,2,0,1,0,Meal Plan 1,0,Room_Type 1,39.0,Online,0,0,0,117.9,1,Not_Canceled,2018,3,0.4123235453775308
INN00146,1,0,0,2,Meal Plan 1,0,Room_Type 1,13.0,Complementary,1,3,5,0.0,1,Not_Canceled,2018,6,-2.948486932604425
INN00147,2,0,0,4,Not Selected,0,Room_Type 1,112.0,Online,0,0,0,101.58,1,Not_Canceled,2018,5,-0.05288787956450095
INN00148,2,0,1,2,Not Selected,0,Room_Type 1,88.0,Online,0,0,0,58.9,1,Not_Canceled,2018,4,-1.2695069737143727
INN00149,2,0,0,1,Meal Plan 1,0,Room_Type 1,56.0,Offline,0,0,0,120.0,0,Not_Canceled,2018,6,0.472185309616395
INN00150,2,0,2,3,Meal Plan 1,0,Room_Type 4,73.0,Online,0,0,0,107.1,0,Canceled,2018,4,0.10446304357765666
INN00151,2,0,1,1,Meal Plan 1,0,Room_Type 1,80.0,Online,0,0,0,126.9,1,Not_Canceled,2018,5,0.6688739635440923
INN00152,2,0,0,3,Meal Plan 1,0,Room_Type 4,130.0,Online,0,0,0,139.5,2,Canceled,2018,9,1.0280445489772783
INN00153,2,0,1,3,Not Selected,0,Room_Type 1,69.0,Online,0,0,0,80.75,1,Not_Canceled,2018,4,-0.6466595696099983
INN00154,2,0,0,2,Meal Plan 2,0,Room_Type 1,273.0,Online,0,0,0,109.0,0,Canceled,2017,7,0.15862368741281982
INN00155,2,0,0,1,Meal Plan 2,0,Room_Type 1,55.0,Offline,0,0,0,104.0,0,Not_Canceled,2018,4,0.016095677320285637
INN00156,1,0,0,3,Meal Plan 1,0,Room_Type 1,4.0,Corporate,1,1,5,65.0,1,Not_Canceled,2018,11,-1.095622801401481
INN00157,2,0,0,3,Meal Plan 1,0,Room_Type 4,97.0,Online,0,0,0,140.4,0,Not_Canceled,2018,5,1.0536995907939346
INN00158,2,0,0,3,Meal Plan 1,0,Room_Type 1,44.0,Offline,0,0,0,75.0,0,Not_Canceled,2018,2,-0.8105667812164126
INN00159,2,0,0,1,Not Selected,0,Room_Type 1,31.0,Online,0,0,0,94.5,0,Canceled,2018,4,-0.2547075418555293
INN00160,2,0,1,0,Not Selected,0,Room_Type 1,0.0,Online,0,0,0,109.0,0,Not_Canceled,2018,6,0.15862368741281982
INN00161,2,0,2,2,Meal Plan 1,0,Room_Type 1,62.0,Online,0,0,0,105.0,2,Not_Canceled,2018,11,0.044601279338792474
INN00162,2,0,2,2,Meal Plan 1,0,Room_Type 4,86.0,Online,0,0,0,107.95,1,Not_Canceled,2018,4,0.12869280529338772
INN00163,3,0,2,2,Meal Plan 1,0,Room_Type 7,3.0,Online,0,0,0,215.6,1,Not_Canceled,2018,10,3.197320862585648
INN00164,2,0,1,1,Not Selected,0,Room_Type 1,197.0,Online,0,0,0,85.5,1,Not_Canceled,2018,8,-0.5112579600220908
INN00165,2,0,0,2,Meal Plan 1,0,Room_Type 1,143.0,Online,0,0,0,105.3,2,Not_Canceled,2018,7,0.05315295994434444
INN00166,1,0,2,1,Meal Plan 2,0,Room_Type 1,23.0,Online,0,0,0,1.000001,0,Not_Canceled,2018,1,-2.9199813020803163
INN00167,2,0,0,2,Meal Plan 1,0,Room_Type 4,8.0,Online,0,0,0,156.0,0,Canceled,2018,6,1.498386982282641
INN00168,1,0,0,2,Meal Plan 1,0,Room_Type 1,13.0,Online,0,0,0,73.15,1,Not_Canceled,2018,11,-0.86330214495065
INN00169,2,0,1,2,Meal Plan 1,0,Room_Type 1,280.0,Online,0,0,0,110.0,0,Canceled,2018,9,0.18712928943132665
INN00170,2,1,1,0,Not Selected,0,Room_Type 1,11.0,Online,0,0,0,87.4,1,Not_Canceled,2017,9,-0.45709731618692767
INN00171,2,0,0,2,Meal Plan 1,0,Room_Type 1,5.762051382780177,Online,0,0,0,120.0,0,Canceled,2018,9,0.472185309616395
INN00172,2,0,1,2,Not Selected,0,Room_Type 1,185.0,Online,0,0,0,79.2,0,Canceled,2018,12,-0.6908432527386837
INN00173,2,0,1,3,Meal Plan 1,0,Room_Type 1,160.0,Online,0,0,0,90.95,1,Not_Canceled,2018,6,-0.3559024290212285
INN00174,2,0,0,4,Meal Plan 1,0,Room_Type 1,104.0,Online,0,0,0,91.48,1,Not_Canceled,2018,10,-0.3407944599514198
INN00175,2,1,0,1,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,150.0,1,Canceled,2018,11,1.3273533701716
INN00176,2,0,0,1,Not Selected,0,Room_Type 1,2.0,Online,0,0,0,89.0,0,Not_Canceled,2018,3,-0.4114883529573169
INN00177,2,0,1,4,Not Selected,0,Room_Type 1,14.0,Online,0,0,0,91.43,1,Not_Canceled,2018,8,-0.34221974005234507
INN00178,2,0,0,2,Meal Plan 1,0,Room_Type 1,22.0,Offline,0,0,0,140.0,0,Not_Canceled,2018,5,1.0422973499865318
INN00179,1,1,2,5,Not Selected,0,Room_Type 1,37.0,Online,0,0,0,87.78,0,Not_Canceled,2017,10,-0.4462651874198952
INN00180,2,0,0,2,Meal Plan 2,0,Room_Type 1,5.680172609017068,Online,0,0,0,115.0,0,Canceled,2018,7,0.3296572995238608
INN00181,2,0,0,3,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,80.85,1,Not_Canceled,2017,9,-0.6438090094081478
INN00182,2,0,1,3,Meal Plan 1,0,Room_Type 1,86.0,Online,0,0,0,82.45,1,Not_Canceled,2018,3,-0.5982000461785366
INN00183,2,0,0,1,Not Selected,0,Room_Type 1,109.0,Online,0,0,0,108.0,0,Canceled,2018,10,0.13011808539431297
INN00184,2,0,1,1,Meal Plan 1,0,Room_Type 4,72.0,Online,0,0,0,96.3,1,Not_Canceled,2018,4,-0.20339745822221708
INN00185,2,0,1,5,Meal Plan 1,0,Room_Type 1,196.0,Online,0,0,0,99.45,0,Canceled,2018,8,-0.11360481186392038
INN00186,2,0,0,2,Meal Plan 1,0,Room_Type 4,56.0,Online,0,0,0,140.4,1,Not_Canceled,2018,5,1.0536995907939346
INN00187,2,0,1,3,Meal Plan 1,0,Room_Type 1,189.0,Offline,0,0,0,72.25,0,Not_Canceled,2018,8,-0.8889571867673064
INN00188,2,0,1,4,Meal Plan 1,0,Room_Type 4,126.0,Online,0,0,0,126.0,0,Not_Canceled,2018,8,0.643218921727436
INN00189,2,0,2,3,Meal Plan 1,0,Room_Type 1,5.717027701406222,Online,0,0,0,78.0,0,Canceled,2018,8,-0.7250499751608921
INN00190,1,0,2,2,Meal Plan 1,0,Room_Type 4,81.0,Online,0,0,0,146.6,1,Not_Canceled,2018,11,1.2304343233086767
